date,no,league,lgc,lam,xg_h,xg_a,shot_h,shot_a,sot_h,sot_a,cor_h,cor_a,big_h,big_a,inj_h,inj_a,temp,rain,rank_gap,h2h_edge,xg_diff,shot_diff,sot_diff,cor_diff,big_diff,inj_diff,act,act_dir,act_htft,act_balls,act_h,act_a,act_hh,act_ha,v11_dir_hit,v11_score_hit,v11_ht_hit,v11_ou_hit,hm_n_h,hm_fh_sc_h,hm_fh_cc_h,hm_ht_lead_h,hm_ht_trail_h,hm_first_min_h,hm_fh_share_h,hm_n_a,hm_fh_sc_a,hm_fh_cc_a,hm_ht_lead_a,hm_ht_trail_a,hm_first_min_a,hm_fh_share_a,hm_fh_sc_diff,hm_fh_cc_diff,hm_ht_lead_diff,hm_ht_trail_diff,hm_first_min_diff,hm_fh_share_diff,lam_h,lam_a,rain_p,h2h_wr,form5_w,form5_d,form5_l,form_gf,form_ga,lam_sum
2026-08-15,016,英冠,lg-champ,,0.36,0.65,3.0,10.0,1.0,2.0,2.0,8.0,,,,,,,,,-0.29,-7.0,-1.0,-6.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,no,,0,,,,,,,1,1.0,0.0,1.0,0.0,44.0,1.0,,,,,,,,,,,,,,,,
2026-08-15,019,西甲,lg-laliga,,1.83,0.24,18.0,6.0,11.0,4.0,,,,,,,30.0,,,-0.2,1.59,12.0,7.0,,,,3-0（0-0）,主胜,平胜,3,3,0,0.0,0.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,1.3,1.0,,0.28,,,,,,2.3
2026-08-15,024,西甲,lg-laliga,,2.3,2.0,13.0,6.0,7.0,3.0,,,,,,,30.0,,,0.358,0.2999999999999998,7.0,4.0,,,,2-1（0-1）,主胜,负胜,3,2,1,0.0,1.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,1.9,0.6,,0.537,20.0,5.0,1.0,,,2.5
2026-08-15,026,巴甲,lg-bras,,2.8,1.76,17.0,16.0,9.0,10.0,,,,,,,,,,,1.0399999999999998,1.0,-1.0,,,,3-2（1-1）,主胜,平胜,5,3,2,1.0,1.0,no,no,no,,4,0.25,0.75,0.0,0.5,39.7,0.25,2,1.5,0.0,0.5,0.0,2.0,0.6,-1.25,0.75,-0.5,0.5,37.7,-0.35,,,,,,,,,,
2026-08-16,003,韩职,lg-k1,,,,12.0,18.0,5.0,5.0,4.0,10.0,,,,,,,,-0.75,,-6.0,0.0,-6.0,,,3-2（2-0）,主胜,胜胜,5,3,2,2.0,0.0,no,no,no,,2,1.0,0.5,0.5,0.0,19.5,0.4,4,0.5,0.5,0.0,0.25,5.5,0.5,0.5,0.0,0.5,-0.25,14.0,-0.1,,,,0.0,1.0,2.0,2.0,,,
2026-08-16,004,韩职,lg-k1,,,,4.0,5.0,2.0,3.0,1.0,2.0,,,,,,,,,,-1.0,-1.0,-1.0,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,no,ok,,2,2.0,1.5,0.0,0.0,2.0,0.8,4,1.25,0.5,0.0,0.0,25.0,0.833,0.75,1.0,0.0,0.0,-23.0,-0.033,,,,,,,,,,
2026-08-16,005,瑞超,lg-swe,,,,19.0,11.0,4.0,4.0,8.0,7.0,,,,,,,2.0,,,8.0,0.0,1.0,,,3-1（1-0）,主胜,胜胜,4,3,1,1.0,0.0,ok,no,ok,,0,,,,,,,1,0.0,1.0,0.0,1.0,14.0,,,,,,,,1.13,0.95,,,,,,,,2.08
2026-08-16,006,瑞超,lg-swe,,,,10.0,14.0,6.0,2.0,2.0,14.0,,,,,,,3.0,,,-4.0,4.0,-12.0,,,3-0（3-0）,主胜,胜胜,3,3,0,3.0,0.0,no,no,no,,2,0.0,1.5,0.0,1.0,23.5,,3,1.333,1.0,0.333,0.333,6.3,0.571,-1.333,0.5,-0.333,0.667,17.2,,,,,,,,,,,
2026-08-16,007,瑞超,lg-swe,,,,16.0,11.0,3.0,4.0,5.0,1.0,,,,,30.0,,,0.105,,5.0,-1.0,4.0,,,1-3（0-3）,客胜,负负,4,1,3,0.0,3.0,no,no,no,,2,2.0,0.0,1.0,0.0,24.0,0.571,2,0.0,1.0,0.0,0.5,2.0,,2.0,-1.0,1.0,-0.5,22.0,,1.2,0.9,66.0,0.421,3.0,1.0,1.0,1.0,10.0,2.1
2026-08-16,010,挪超,lg-nor,,2.11,3.19,24.0,22.0,8.0,10.0,10.0,5.0,,,,,,,,0.0,-1.08,2.0,-2.0,5.0,,,5-5（4-2）,平,胜平,10,5,5,4.0,2.0,ok,no,no,,3,0.667,0.667,0.333,0.333,23.5,0.667,3,1.0,0.667,0.333,0.667,8.7,0.6,-0.333,0.0,0.0,-0.334,14.8,0.067,,,,0.2,1.0,3.0,1.0,,,
2026-08-16,011,英社区盾,lg-eng,,2.19,0.77,9.0,12.0,5.0,5.0,,,,,,,19.0,,3.0,0.625,1.42,-3.0,0.0,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,,,,0.75,,,,,,
2026-08-16,012,芬超,lg-fin,,,,10.0,11.0,3.0,3.0,3.0,2.0,,,,,,,0.0,,,-1.0,0.0,1.0,,,2-3（2-0）,客胜,胜负,5,2,3,2.0,0.0,ok,no,no,,2,0.0,1.0,0.0,1.0,30.0,0.0,1,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,
2026-08-16,014,瑞超,lg-swe,,0.17,2.1,4.0,25.0,2.0,13.0,4.0,9.0,,,,,,,,,-1.93,-21.0,-11.0,-5.0,,,0-4（0-1）,客胜,负负,4,0,4,0.0,1.0,no,no,no,,3,1.0,1.0,0.0,0.0,8.0,0.6,4,0.25,0.25,0.5,0.25,35.8,0.25,0.75,0.75,-0.5,-0.25,-27.8,0.35,,,,,,,,,,
2026-08-16,015,瑞超,lg-swe,,0.71,0.27,12.0,5.0,5.0,1.0,8.0,3.0,,,,,,,,,0.4399999999999999,7.0,4.0,5.0,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,no,no,ok,,0,,,,,,,2,0.5,1.0,0.0,0.5,28.0,0.333,,,,,,,,,,,,,,,,
2026-08-16,017,英冠,lg-champ,,2.1,1.3,18.0,11.0,5.0,2.0,,,,,,,,,,,0.8,7.0,3.0,,,,2-2（0-1）,平,负平,4,2,2,0.0,1.0,ok,no,no,,0,,,,,,,1,2.0,1.0,1.0,0.0,33.0,0.5,,,,,,,,,,,,,,,,
2026-08-16,018,西甲,lg-laliga,,2.01,0.87,17.0,12.0,3.0,7.0,,,,,,,,,,,1.1399999999999997,5.0,-4.0,,,,2-2（2-2）,平,平平,4,2,2,2.0,2.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2026-08-16,019,挪超,lg-nor,,2.54,0.6,14.0,8.0,5.0,3.0,,,,,,,,,,,1.94,6.0,2.0,,,,3-2（1-0）,主胜,胜胜,5,3,2,1.0,0.0,no,no,no,,3,1.333,1.0,0.0,0.333,10.3,0.444,1,2.0,1.0,0.0,0.0,2.0,0.5,-0.667,0.0,0.0,0.333,8.3,-0.056,,,,,,,,,,
2026-08-16,020,挪超,lg-nor,,2.15,0.24,28.0,4.0,12.0,0.0,,,,,,,8.0,,,-0.2,1.91,24.0,12.0,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,,2,1.0,1.5,0.5,0.5,3.0,0.333,4,0.25,0.75,0.25,0.75,25.2,0.25,0.75,0.75,0.25,-0.25,-22.2,0.083,0.8,1.6,,0.2,1.0,2.0,2.0,,,2.4000000000000004
2026-08-16,021,挪超,lg-nor,,2.33,1.78,18.0,17.0,6.0,7.0,,,,,,,,,6.0,-0.5,0.55,1.0,-1.0,,,,1-2（1-1）,客胜,平负,3,1,2,1.0,1.0,no,ok,ok,,3,0.667,1.0,0.333,0.333,18.7,0.4,1,0.0,1.0,0.0,1.0,39.0,,0.667,0.0,0.333,-0.667,-20.3,,,,,0.25,,,,,,
2026-08-16,022,西甲,lg-laliga,,1.33,0.22,14.0,3.0,6.0,0.0,,,,,,,31.0,,,,1.11,11.0,6.0,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2026-08-16,024,挪超,lg-nor,,,,,,,,,,,,,,,,,0.286,,,,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,,,,0.571,,,,,,
2026-08-16,025,巴甲,lg-bras,,1.04,1.91,19.0,11.0,3.0,5.0,,,,,,,31.0,,,,-0.8699999999999999,8.0,-2.0,,,,0-3（0-0）,客胜,平负,3,0,3,0.0,0.0,ok,no,no,,0,,,,,,,4,0.25,0.5,0.25,0.0,41.3,0.25,,,,,,,,,,,,,,,,
2026-08-17,001,芬超,lg-fin,,,,25.0,7.0,7.0,4.0,8.0,3.0,,,,,,,,0.105,,18.0,3.0,5.0,,,3-2（2-2）,主胜,平胜,5,3,2,2.0,2.0,ok,no,no,,2,1.0,0.5,0.5,0.5,1.5,0.667,0,,,,,,,,,,,,,,,,0.421,3.0,1.0,1.0,,,
2026-08-17,002,瑞超,lg-swe,,2.42,0.51,25.0,11.0,7.0,3.0,11.0,1.0,,,,,18.0,,9.0,,1.91,14.0,4.0,10.0,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,,3,0.333,0.333,0.0,0.333,34.0,1.0,0,,,,,,,,,,,,,,,,,,,,1.0,10.0,
2026-08-17,003,英冠,lg-champ,,,,11.0,18.0,3.0,8.0,9.0,9.0,,,,,,,,,,-7.0,-5.0,0.0,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,no,no,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,004,西甲,lg-laliga,,,,8.0,11.0,3.0,6.0,2.0,6.0,,,,,,,,,,-3.0,-3.0,-4.0,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,no,no,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,006,巴甲,lg-bras,,,,,,,,,,,,,,,,,-0.182,,,,,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,no,,3,0.333,0.333,0.333,0.333,29.7,0.25,1,1.0,1.0,0.0,0.0,1.0,1.0,-0.667,-0.667,0.333,0.333,28.7,-0.75,,,,0.227,1.0,2.0,2.0,,,
2026-08-17,005,葡超,lg-prime,,,,2.0,20.0,0.0,8.0,1.0,3.0,,,,,27.0,,,-0.444,,-18.0,-8.0,-2.0,,,0-7（0-2）,客胜,负负,7,0,7,0.0,2.0,ok,no,ok,,0,,,,,,,5,1.4,0.2,0.4,0.0,27.6,0.467,,,,,,,,,,0.111,3.0,2.0,0.0,,,
2026-08-18,001,解放者杯,lg-bras,2.15,1.52,0.98,13.0,10.0,3.0,4.0,,,,,,,18.0,,,,0.54,3.0,-1.0,,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,,0,,,,,,,5,0.4,0.8,0.0,0.4,32.2,0.286,,,,,,,,,,,,,,,,
2026-08-18,002,欧冠,lg-ucl,2.6,0.9,0.84,15.0,12.0,3.0,1.0,,,,,,,23.0,,,0.0,0.06,3.0,2.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.9,0.6,66.0,0.304,20.0,5.0,1.0,,,2.5
2026-08-18,003,欧冠,lg-ucl,4.4,2.46,0.76,23.0,6.0,4.0,3.0,,,,,,,30.0,,,0.588,1.7,17.0,1.0,,,,2-2（2-2）,平,平平,4,2,2,2.0,2.0,ok,no,ok,,0,,,,,,,5,1.2,0.6,0.8,0.2,11.5,0.75,,,,,,,,,,0.765,,,,40.0,17.0,
2026-08-18,004,欧冠,lg-ucl,1.7,0.42,0.73,12.0,12.0,5.0,5.0,,,,,,,30.0,,,0.588,-0.31,0.0,0.0,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,no,,2,1.0,0.0,0.5,0.0,38.0,0.667,2,1.0,0.0,1.0,0.0,32.5,0.5,0.0,0.0,-0.5,0.0,5.5,0.167,,,,0.765,,,,40.0,17.0,
2026-08-19,001,韩国杯,lg-k1,,,,,,,,,,,,,,23.0,,,0.0,,,,,,,2-1（0-1）,主胜,负胜,3,2,1,0.0,1.0,no,no,no,,3,0.667,1.0,0.0,0.333,14.0,0.286,3,1.667,1.0,0.333,0.0,10.0,0.714,-1.0,0.0,-0.333,0.333,4.0,-0.428,,,8.0,0.304,,,,,,
2026-08-19,002,西甲,lg-laliga,2.5,0.82,0.15,15.0,5.0,6.0,1.0,6.0,1.0,,,,,30.0,,,0.358,0.6699999999999999,10.0,5.0,5.0,,,2-0（0-0）,主胜,平胜,2,2,0,0.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,1.9,0.6,66.0,0.304,20.0,5.0,1.0,,,2.5
2026-08-19,003,解放者杯,lg-bras,2.1,0.56,0.98,10.0,13.0,3.0,3.0,7.0,6.0,,,,,5.0,66.0,,0.0,-0.4199999999999999,-3.0,0.0,1.0,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,0.8,1.6,66.0,0.0,,,,,,2.4000000000000004
2026-08-19,006,欧冠,lg-ucl,3.0,0.87,1.75,17.0,20.0,7.0,8.0,8.0,3.0,,,,,15.0,86.0,,,-0.88,-3.0,-1.0,5.0,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.9,1.1,86.0,,,,,,,3.0
2026-08-19,007,欧冠,lg-ucl,2.9,2.14,1.62,22.0,8.0,6.0,4.0,7.0,2.0,,,,,17.0,54.0,,0.105,0.52,14.0,2.0,5.0,,,1-3（0-2）,客胜,负负,4,1,3,0.0,2.0,ok,no,ok,,3,0.0,0.667,0.0,0.333,23.5,0.0,6,1.5,0.333,0.667,0.0,19.0,0.5,-1.5,0.334,-0.667,0.333,4.5,-0.5,1.2,0.9,66.0,0.421,3.0,1.0,1.0,1.0,10.0,2.1
2026-08-19,008,欧冠,lg-ucl,3.1,1.32,0.31,14.0,8.0,2.0,4.0,4.0,0.0,,,,,26.0,,,,1.01,6.0,-2.0,4.0,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,ok,ok,ok,,0,,,,,,,1,0.0,0.0,0.0,0.0,83.0,0.0,,,,,,,,0.9,,,,,,,,
2026-08-20,001,沙特联,lg-spl,2.4000000000000004,,,8.0,25.0,3.0,11.0,1.0,5.0,,,,,8.0,,,-0.444,,-17.0,-8.0,-4.0,,,0-3（0-1）,客胜,负负,3,0,3,0.0,1.0,ok,ok,ok,,0,,,,,,,1,0.0,0.0,1.0,0.0,,,,,,,,,0.8,1.6,86.0,0.111,3.0,2.0,0.0,40.0,17.0,2.4000000000000004
2026-08-20,002,西甲,lg-laliga,2.3,0.43,1.92,8.0,15.0,3.0,3.0,9.0,7.0,,,,,2.0,,,0.333,-1.49,-7.0,0.0,2.0,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,,1,1.0,0.0,1.0,0.0,4.0,0.5,1,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,1.0,0.0,-69.0,0.5,1.3,1.0,,0.667,,,,,,2.3
2026-08-20,003,解放者杯,lg-bras,1.9,,,,,,,,,,,,,23.0,,,,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,ok,ok,,3,1.0,0.0,0.333,0.0,31.5,1.0,0,,,,,,,,,,,,,1.1,0.8,,,,,,,,1.9000000000000001
2026-08-20,004,欧联资格赛,lg-uel,2.2,,,4.0,6.0,2.0,4.0,2.0,8.0,,,,,6.0,,,,,-2.0,-2.0,-6.0,,,0-3（0-3）,客胜,负负,3,0,3,0.0,3.0,no,no,no,,2,0.5,0.5,0.5,0.5,25.0,1.0,4,0.5,0.5,0.5,0.25,9.0,0.286,0.0,0.0,0.0,0.25,16.0,0.714,1.2,1.0,,,,,,,,2.2
2026-08-20,005,欧联资格赛,lg-uel,2.7,1.24,2.55,10.0,24.0,1.0,8.0,2.0,6.0,,,,,5.0,,,,-1.3099999999999998,-14.0,-7.0,-4.0,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,no,no,,5,0.2,0.8,0.0,0.4,22.0,0.333,0,,,,,,,,,,,,,1.0,1.7,,,,,,,,2.7
2026-08-20,006,欧联资格赛,lg-uel,2.6,1.33,1.0,24.0,11.0,3.0,4.0,7.0,5.0,,,,,4.0,,,-0.286,0.33,13.0,-1.0,2.0,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,,0,,,,,,,2,1.0,0.5,0.0,0.0,18.0,0.5,,,,,,,1.2,0.8,,0.286,,,,1.0,5.0,2.0
2026-08-20,007,欧联资格赛,lg-uel,2.4000000000000004,2.75,0.57,19.0,9.0,11.0,4.0,5.0,3.0,,,,,8.0,,,0.7,2.18,10.0,7.0,2.0,,,7-0（5-0）,主胜,胜胜,7,7,0,5.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.6,0.8,,0.8,,,,,,2.4000000000000004
2026-08-20,008,欧联资格赛,lg-uel,2.3,1.62,0.41,12.0,6.0,7.0,5.0,1.0,2.0,,,,,1.0,,,,1.2100000000000002,6.0,2.0,-1.0,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.5,0.8,,,,,,,,2.3
2026-08-20,009,欧联资格赛,lg-uel,3.0,4.64,0.49,32.0,3.0,13.0,1.0,11.0,1.0,,,,,4.0,,,,4.15,29.0,12.0,10.0,,,3-1（2-1）,主胜,胜胜,4,3,1,2.0,1.0,ok,ok,ok,,6,1.167,0.167,0.5,0.0,33.2,0.467,4,0.5,0.5,0.5,0.25,38.0,0.286,0.667,-0.333,0.0,-0.25,-4.8,0.181,2.2,0.8,,,,,,,,3.0
2026-08-21,001,日职联,lg-j1,2.3,2.1,0.82,12.0,4.0,5.0,4.0,8.0,2.0,,,,,28.0,,,0.5,1.2800000000000002,8.0,1.0,6.0,,,4-2（1-0）,主胜,胜胜,6,4,2,1.0,0.0,ok,no,ok,,1,1.0,1.0,0.0,0.0,2.0,0.333,1,1.0,0.0,1.0,0.0,29.0,1.0,0.0,1.0,-1.0,0.0,-27.0,-0.667,1.1,1.2,15.0,0.2,1.0,2.0,2.0,5.0,2.0,2.3
2026-08-21,002,日职联,lg-j1,2.0,2.84,0.63,22.0,7.0,5.0,1.0,5.0,1.0,,,,,28.0,,,-0.286,2.21,15.0,4.0,4.0,,,2-0（0-0）,主胜,平胜,2,2,0,0.0,0.0,ok,no,ok,,1,0.0,1.0,0.0,0.0,3.0,,0,,,,,,,,,,,,,1.2,0.8,,0.286,,,,1.0,5.0,2.0
2026-08-21,003,沙特联,lg-spl,2.6,0.42,1.6,11.0,16.0,1.0,5.0,1.0,8.0,,,,,39.0,,,-0.833,-1.1800000000000002,-5.0,-4.0,-7.0,,,0-4（0-1）,客胜,负负,4,0,4,0.0,1.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,0.8,1.8,,0.0,,,,,,2.6
2026-08-21,004,芬超,lg-fin,2.1,,,16.0,15.0,7.0,4.0,,,,,,,19.0,,4.0,-0.3,,1.0,3.0,,,,1-2（0-0）,客胜,平负,3,1,2,0.0,0.0,no,no,no,,0,,,,,,,3,0.333,0.333,0.333,0.333,23.5,0.5,,,,,,,1.2,0.9,,0.2,,,,,,2.1
2026-08-21,005,瑞超,lg-swe,2.8,,,,,,,,,,,,,18.0,,16.0,-0.238,,,,,,,0-3（0-1）,客胜,负负,3,0,3,0.0,1.0,no,no,no,,4,1.75,0.75,0.75,0.0,17.8,0.636,4,0.25,0.25,0.25,0.25,34.0,1.0,1.5,0.5,0.5,-0.25,-16.2,-0.364,,1.3,,0.722,,,,23.0,17.0,
2026-08-21,006,沙特联,lg-spl,2.4,,,,,,,,,,,,,34.0,,,-0.286,,,,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,1.2,0.8,,0.286,,,,1.0,5.0,2.0
2026-08-21,009,法甲,lg-ligue1,2.2,,,,,,,,,,,,,26.0,,2.0,0.2,,,,,,,4-0（0-0）,主胜,平胜,4,4,0,0.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.5,1.0,,0.3,,,,,,2.5
2026-08-21,010,英超,lg-eng,2.8000000000000003,,,,,,,,,,,,,18.0,,,0.382,,,,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,ok,ok,,1,2.0,0.0,1.0,0.0,1.0,0.667,0,,,,,,,,,,,,,2.2,0.6,,0.566,,,,,,2.8000000000000003
2026-08-21,011,西甲,lg-laliga,2.2,,,,,,,,,,,,,27.0,,,,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,,0.9,,,,,,,,
2026-08-22,001,日职联,lg-j1,2.8,1.12,1.33,11.0,20.0,4.0,7.0,2.0,8.0,,,,,26.0,,,0.286,-0.2099999999999999,-9.0,-3.0,-6.0,,,3-2（1-1）,主胜,平胜,5,3,2,1.0,1.0,ok,no,ok,,2,2.0,1.5,0.5,0.5,7.5,0.8,0,,,,,,,,,,,,,1.7,1.1,94.0,0.524,1.0,3.0,1.0,,,2.8
2026-08-22,003,日职联,lg-j1,2.2,1.15,1.65,13.0,10.0,,,,,,,,,29.0,,,0.2,-0.5,3.0,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,ok,ok,,1,2.0,1.0,1.0,0.0,8.0,1.0,0,,,,,,,,,,,,,1.3,0.9,,0.467,3.0,1.0,1.0,,,2.2
2026-08-22,005,韩职,lg-k1,2.2,,,11.0,6.0,6.0,0.0,1.0,4.0,,,,,29.0,,,,,5.0,6.0,-3.0,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,ok,ok,,5,0.4,0.8,0.0,0.4,6.7,0.286,1,1.0,2.0,0.0,0.0,3.0,1.0,-0.6,-1.2,0.0,0.4,3.7,-0.714,,1.0,58.0,,,,,,,
2026-08-22,006,韩职,lg-k1,2.3,,,5.0,17.0,2.0,11.0,1.0,4.0,,,,,27.0,,,0.0,,-12.0,-9.0,-3.0,,,0-7（0-5）,客胜,负负,7,0,7,0.0,5.0,ok,no,ok,,4,0.5,1.0,0.0,0.5,18.2,0.222,3,0.667,0.0,0.333,0.333,20.5,0.4,-0.167,1.0,-0.333,0.167,-2.3,-0.178,,1.2,,0.2,,,,,,
2026-08-22,007,英超,lg-eng,2.5,1.26,1.81,8.0,21.0,4.0,5.0,,,,,,,17.0,,,0.5,-0.55,-13.0,-1.0,,,,2-0（2-0）,主胜,胜胜,2,2,0,2.0,0.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,1.25,1.1,,0.2,1.0,1.0,3.0,,,2.35
2026-08-22,010,英超,lg-eng,2.5,1.16,2.04,16.0,11.0,5.0,4.0,,,,,,,18.0,,,0.31,-0.8800000000000001,5.0,1.0,,,,2-0（1-0）,主胜,胜胜,2,2,0,1.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.4,1.1,26.0,0.448,,,,,,2.5
2026-08-22,011,英超,lg-eng,2.6,0.65,0.49,12.0,11.0,2.0,3.0,,,,,,,20.0,,,,0.16,1.0,-1.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,no,ok,no,,0,,,,,,,0,,,,,,,,,,,,,1.3,1.3,,,,,,,,2.6
2026-08-22,012,英超,lg-eng,2.5,1.74,0.76,10.0,11.0,3.0,4.0,,,,,,,5.0,,,0.455,0.98,-1.0,-1.0,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,no,no,no,,0,,,,,,,0,,,,,,,,,,,,,1.1,1.4,,0.545,,,,,,2.5
2026-08-22,016,西甲,lg-laliga,2.5,1.25,0.41,18.0,7.0,8.0,4.0,,,,,,,5.0,,,-0.316,0.8400000000000001,11.0,4.0,,,,1-3（0-1）,客胜,负负,4,1,3,0.0,1.0,no,no,no,,0,,,,,,,1,0.0,1.0,0.0,1.0,4.0,0.0,,,,,,,,1.0,,0.289,3.0,1.0,1.0,,,
2026-08-22,017,法甲,lg-ligue1,2.3,4.45,1.79,12.0,10.0,9.0,4.0,,,,,,,19.0,,16.0,0.647,2.66,2.0,5.0,,,,5-2（1-0）,主胜,胜胜,7,5,2,1.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,,0.8,,0.7,,,,,,
2026-08-22,018,英超,lg-eng,2.6,3.96,0.47,26.0,9.0,8.0,4.0,,,,,,,21.0,,,0.455,3.49,17.0,4.0,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.4,1.2,,0.545,,,,,,2.5999999999999996
2026-08-22,019,意甲,lg-sa,2.1,1.98,1.54,16.0,20.0,3.0,6.0,,,,,,,26.0,,,-0.4,0.4399999999999999,-4.0,-3.0,,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,no,,0,,,,,,,0,,,,,,,,,,,,,1.65,0.85,24.0,0.2,1.0,1.0,3.0,6.0,1.0,2.5
2026-08-22,020,意甲,lg-sa,1.9,1.16,1.09,13.0,7.0,5.0,3.0,,,,,,,29.0,,,0.6,0.0699999999999998,6.0,2.0,,,,4-1（1-1）,主胜,平胜,5,4,1,1.0,1.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.3,0.6,,0.6,3.0,2.0,0.0,,,1.9
2026-08-22,021,西甲,lg-laliga,2.4000000000000004,0.58,0.66,8.0,7.0,2.0,3.0,,,,,,,27.0,,,0.613,-0.08,1.0,-1.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,,0,,,,,,,0,,,,,,,,,,,,,1.3,1.1,94.0,0.677,,,,,,2.4000000000000004
2026-08-22,022,德超杯,lg-bundes,2.7,1.59,1.84,8.0,21.0,3.0,10.0,,,,,,,18.0,,,0.271,-0.25,-13.0,-7.0,,,,1-2（0-2）,客胜,负负,3,1,2,0.0,2.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,,1.5,,0.542,,,,,,
2026-08-22,023,意甲,lg-sa,2.1,0.65,0.75,11.0,13.0,2.0,4.0,,,,,,,26.0,,,0.613,-0.0999999999999999,-2.0,-2.0,,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,,1.2,,0.677,,,,,,
2026-08-22,024,意甲,lg-sa,2.2,0.89,1.0,12.0,14.0,2.0,5.0,,,,,,,27.0,,,0.16,-0.1099999999999999,-2.0,-3.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,1.0,1.2,,0.4,3.0,1.0,1.0,,,2.2
2026-08-22,025,法甲,lg-ligue1,2.2,1.08,1.24,14.0,10.0,1.0,2.0,,,,,,,27.0,,,0.154,-0.1599999999999999,4.0,-1.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,ok,ok,,0,,,,,,,0,,,,,,,,,,,,,,1.1,,0.385,,,,,,
